"condition|snow"|"condition|trail"|"condition|bugs"|"condition|road"
12039|False|False|False|False
12040|False|False|False|False
12041|False|False|False|False
12042|False|False|False|False
12043|False|False|False|False
12044|False|False|False|False
12045|True|True|False|False
12046|False|False|False|False
12047|False|False|False|False
12048|False|False|False|False
12049|False|False|False|False
12050|False|False|False|False
12051|True|False|False|False
12052|True|False|False|False
12053|True|False|False|False
12054|False|False|False|False
12055|True|False|False|False
12056|True|False|False|False
12057|True|False|False|False
12058|True|True|False|False
12059|True|False|False|False
12060|True|False|False|False
12061|True|False|False|False
12062|True|False|False|False
12063|True|False|False|False
12064|True|False|False|False
12065|True|False|False|False
12066|True|False|False|False
12067|False|False|False|False
12068|False|False|False|False
12069|True|False|False|False
12070|True|True|False|False
12071|False|False|False|False
12072|False|False|False|False
12073|True|False|False|False
12074|False|False|False|False
12075|False|False|False|False
12076|False|False|False|False
12077|False|False|False|False
12078|False|False|False|False
12079|False|False|False|False
12080|False|False|False|False
12081|True|False|False|False
12082|True|False|False|False
12083|True|False|False|False
12084|True|False|False|False
12085|True|False|False|False
12086|True|False|False|False
12087|True|False|False|False
12088|True|False|False|False
12089|True|False|False|False
12090|False|False|False|False
12091|False|True|False|False
12092|False|False|False|False
12093|False|False|False|False
12094|False|False|False|False
12095|False|False|False|False
12096|False|False|False|False
12097|False|False|False|True
12098|False|True|False|False
12099|False|False|False|True
12100|False|False|False|False
12101|False|False|False|False
12102|False|False|False|True
12103|False|True|False|False
12104|False|True|False|False
12105|False|False|False|False
12106|False|False|False|False
12107|False|False|False|False
12108|False|False|False|False
12109|False|False|False|False
12110|False|False|False|False
12111|False|False|False|False
12112|False|False|False|False
12113|False|False|False|False
12114|False|False|False|False
12115|False|False|False|False
12116|False|False|False|False
12117|True|False|False|False
12118|False|False|False|False
12119|False|False|False|False
12120|True|False|False|False
12121|True|False|False|False
12122|True|False|False|False
12123|True|False|False|False
12124|True|False|False|False
12125|True|False|False|False
12126|True|False|False|False
12127|False|False|False|False
12128|False|False|False|False
12129|False|False|False|False
12130|False|False|False|False
12131|False|False|False|False
12132|False|False|False|False
12133|False|False|False|False
12134|False|False|False|False
12135|True|False|False|False
12136|True|False|False|False
12137|False|False|False|False
12138|True|False|False|False
12139|False|False|False|False
12140|False|False|False|False
12141|False|False|False|False
12142|False|False|False|False
12143|True|False|False|False
12144|True|False|False|False
12145|False|False|False|False
12146|True|False|False|False
12147|True|False|False|False
12148|True|False|False|False
12149|True|False|False|False
12150|False|False|False|False
12151|False|False|False|False
12152|False|False|False|False
12153|False|False|False|False
12154|False|False|False|False
12155|True|False|False|False
12156|False|False|False|False
12157|False|False|False|False
12158|False|False|False|False
12159|False|False|False|False
12160|False|False|False|False
12161|False|False|False|False
12162|False|False|False|False
12163|False|False|False|False
12164|False|False|False|False
12165|True|False|False|False
12166|False|False|False|False
12167|True|False|False|False
12168|False|False|False|False
12169|False|False|False|False
12170|False|False|False|False
12171|False|False|False|False
12172|False|False|False|False
12173|False|False|False|False
12174|False|False|False|False
12175|False|False|False|False
12176|True|False|False|False
12177|True|False|False|False
12178|False|False|False|False
12179|False|False|False|False
12180|False|False|False|False
12181|True|False|False|False
12182|False|False|False|False
12183|False|False|False|False
12184|True|False|False|False
12185|False|False|False|False
12186|False|False|False|False
12187|True|False|False|False
12188|True|False|False|False
12189|True|False|False|False
12190|False|False|False|False
12191|True|False|False|False
12192|False|False|False|False
12193|False|False|False|False
12194|False|False|False|False
12195|False|False|False|False
12196|False|True|False|False
12197|False|False|False|False
12198|False|False|False|False
12199|False|False|False|False
12200|False|False|False|False
12201|False|False|False|False
12202|False|False|False|False
12203|False|False|False|False
12204|False|False|False|False
12205|True|True|False|False
12206|True|True|False|False
12207|False|False|False|False
12208|False|False|False|False
12209|False|False|False|False
12210|False|False|False|False
12211|False|False|False|False
12212|False|False|False|False
12213|True|False|False|False
12214|True|False|False|False
12215|True|False|False|False
12216|True|False|False|False
12217|False|False|False|False
12218|False|False|False|False
12219|False|False|False|False
12220|False|False|False|False
12221|False|False|False|False
12222|False|False|False|False
12223|True|False|False|False
12224|False|False|False|False
12225|False|False|False|False
12226|False|False|False|False
12227|True|False|False|False
12228|False|False|False|False
12229|False|False|False|False
12230|False|False|False|False
12231|True|False|False|False
12232|False|False|False|False
12233|False|False|False|False
12234|False|False|False|False
12235|False|False|False|False
12236|False|False|False|False
12237|False|False|False|False
12238|False|False|False|False
12239|False|True|False|True
12240|False|False|False|True
12241|False|True|False|True
12242|False|False|False|False
12243|False|False|False|False
12244|False|False|False|False
12245|False|False|False|False
12246|False|False|False|False
12247|True|False|False|False
12248|False|False|False|False
12249|False|False|False|False
12250|False|False|False|False
12251|False|False|False|False
12252|False|True|False|True
12253|False|False|False|False
12254|True|False|False|True
12255|False|False|False|True
12256|False|False|False|True
12257|True|False|False|True
12258|False|False|False|True
12259|False|False|False|True
12260|False|False|False|True
12261|False|False|False|True
12262|False|False|False|True
12263|False|False|False|True
12264|False|False|False|True
12265|False|True|False|True
12266|False|True|False|True
12267|False|False|False|False
12268|False|True|False|True
12269|False|False|False|True
12270|False|False|False|True
12271|False|False|False|True
12272|False|True|True|True
12273|False|True|False|True
12274|False|False|False|False
12275|False|False|False|True
12276|False|True|False|True
12277|False|False|False|False
12278|True|False|False|False
12279|False|False|False|False
12280|False|False|False|False
12281|False|False|False|False
12282|True|False|False|False
12283|True|False|False|True
12284|True|True|False|False
12285|True|False|False|False
12286|True|False|False|False
12287|True|False|False|True
12288|False|False|False|False
12289|True|False|False|False
12290|False|False|False|False
12291|False|False|False|False
12292|False|False|False|False
12293|True|False|False|True
12294|False|False|False|False
12295|False|False|False|False
12296|False|False|False|False
12297|False|False|False|False
12298|True|False|False|False
12299|True|False|False|False
12300|False|False|False|False
12301|False|False|False|False
12302|True|False|False|False
12303|False|False|False|False
12304|False|False|False|False
12305|True|False|False|False
12306|False|False|False|False
12307|False|False|False|False
12308|False|False|False|False
12309|True|False|False|False
12310|True|False|False|False
12311|False|False|False|False
12312|False|False|False|False
12313|True|False|False|False
12314|True|False|False|False
12315|False|False|False|False
12316|False|False|False|False
12317|False|False|False|False
12318|False|False|False|False
12319|False|False|False|False
12320|True|False|False|False
12321|True|False|False|False
12322|False|False|False|False
12323|True|False|False|False
12324|True|False|False|False
12325|False|False|False|False
12326|False|False|False|False
12327|False|False|False|False
12328|False|True|False|True
12329|False|True|False|False
12330|False|True|False|False
12331|False|True|False|False
12332|False|False|False|False
12333|False|False|False|False
12334|False|False|False|False
12335|False|False|False|False
12336|False|False|False|False
12337|False|False|False|False
12338|False|False|False|True
12339|False|False|False|False
12340|False|True|False|True
12341|False|False|False|False
12342|False|False|False|False
12343|False|False|False|False
12344|False|False|False|False
12345|False|False|False|False
12346|False|False|False|False
12347|False|False|False|False
12348|False|True|True|False
12349|False|True|True|False
12350|False|False|False|False
12351|False|False|False|False
12352|False|False|False|False
12353|False|False|False|False
12354|False|True|True|False
12355|False|False|True|True
12356|False|False|False|False
12357|False|False|False|False
12358|False|False|False|False
12359|False|False|False|False
12360|False|True|False|False
12361|False|False|False|False
12362|False|False|False|False
12363|False|False|False|False
12364|False|False|False|False
12365|False|False|False|False
12366|False|False|False|False
12367|False|False|False|False
12368|False|False|False|False
12369|False|True|False|False
12370|False|False|False|False
12371|False|True|False|False
12372|False|True|False|True
12373|False|False|False|False
12374|True|True|False|False
12375|False|False|False|False
12376|True|True|False|False
12377|False|False|False|False
12378|True|True|False|True
12379|False|False|False|False
12380|False|False|False|False
12381|False|False|False|False
12382|False|True|False|True
12383|False|False|False|True
12384|False|False|False|False
12385|False|False|False|False
12386|False|False|False|False
12387|False|False|False|False
12388|False|False|False|False
12389|False|False|False|True
12390|False|False|False|False
12391|False|False|False|True
12392|False|True|False|False
12393|False|False|False|False
12394|False|False|False|False
12395|False|True|False|False
12396|False|False|False|False
12397|False|False|False|False
12398|False|True|False|False
12399|False|True|True|True
12400|False|True|False|False
12401|False|True|True|False
12402|False|False|False|False
12403|False|False|False|False
12404|False|False|False|False
12405|False|False|False|False
12406|False|False|True|False
12407|False|True|True|False
12408|False|True|False|False
12409|False|True|False|False
12410|False|True|True|True
12411|False|False|True|True
12412|False|True|False|False
12413|False|False|False|False
12414|False|False|False|False
12415|False|False|False|True
12416|False|False|False|False
12417|False|False|False|False
12418|False|False|False|False
12419|False|False|False|False
12420|False|False|False|False
12421|False|False|False|False
12422|False|False|True|False
12423|False|False|False|False
12424|False|False|False|False
12425|False|False|False|False
12426|False|False|False|False
12427|False|False|False|False
12428|False|False|False|False
12429|False|False|False|False
12430|False|False|False|False
12431|False|False|False|False
12432|False|False|False|False
12433|False|False|False|False
12434|False|False|False|False
12435|False|False|False|False
12436|False|False|False|False
12437|False|False|True|False
12438|False|False|False|False
12439|False|False|False|False
12440|False|True|False|False
12441|False|True|False|False
12442|False|True|False|False
12443|False|True|False|False
12444|False|True|False|False
12445|False|True|False|False
12446|True|False|False|False
12447|False|False|False|False
12448|False|True|False|False
12449|True|False|False|False
12450|False|True|False|False
12451|False|False|False|False
12452|False|False|False|False
12453|False|False|False|False
12454|False|False|False|False
12455|False|False|False|False
12456|False|True|False|False
12457|False|False|False|False
12458|False|False|False|False
12459|False|False|False|False
12460|False|False|False|True
12461|False|False|False|False
12462|False|False|True|False
12463|False|False|True|False
12464|False|False|False|False
12465|False|False|False|False
12466|False|False|False|False
12467|False|False|False|False
12468|False|False|False|False
12469|False|False|False|True
12470|False|True|False|False
12471|False|False|False|False
12472|False|True|False|False
12473|False|False|False|False
12474|False|False|False|False
12475|False|False|False|False
12476|False|True|False|False
12477|True|True|False|True
12478|False|False|False|False
12479|False|False|False|False
12480|False|False|False|False
12481|False|False|True|True
12482|False|False|False|False
12483|False|False|False|False
12484|False|True|False|False
12485|False|False|False|False
12486|False|False|False|False
12487|False|False|False|False
12488|False|False|False|False
12489|False|False|False|False
12490|False|False|False|False
12491|False|False|False|False
12492|False|False|False|False
12493|False|False|False|False
12494|False|False|False|False
12495|False|False|False|False
12496|True|True|False|False
12497|True|False|False|False
12498|False|False|False|False
12499|True|False|False|False
12500|False|False|False|False
12501|False|False|False|False
12502|False|False|False|False
12503|False|False|False|False
12504|False|False|False|False
12505|False|False|False|False
12506|False|False|False|False
12507|False|False|False|False
12508|False|False|False|False
12509|False|False|False|False
12510|False|False|False|False
12511|False|False|False|False
12512|False|False|False|False
12513|True|False|False|False
12514|True|False|False|False
12515|False|False|False|False
12516|False|False|False|False
12517|False|False|False|False
12518|False|True|False|False
12519|False|False|False|False
12520|False|False|False|False
12521|False|True|False|False
12522|False|False|False|False
12523|False|False|False|False
12524|False|False|False|False
12525|False|False|False|False
12526|False|False|False|False
12527|True|True|False|False
12528|False|True|False|False
12529|False|False|False|False
12530|False|False|False|False
12531|False|True|False|False
12532|True|False|False|True
12533|True|False|False|False
12534|False|False|False|False
12535|False|False|False|False
12536|False|False|False|False
12537|False|False|False|False
12538|False|True|False|False
12539|False|False|False|False
12540|False|True|False|False
12541|False|False|False|False
12542|False|False|False|False
12543|True|False|False|False
12544|True|True|False|False
12545|True|False|False|False
12546|True|False|False|False
12547|True|False|False|False
12548|True|False|False|False
12549|False|False|False|False
12550|False|False|False|False
12551|False|False|False|False
12552|False|False|False|False
12553|False|False|False|False
12554|False|False|False|False
12555|False|False|False|False
12556|False|False|False|False
12557|False|False|False|True
12558|False|False|False|False
12559|False|True|False|False
12560|True|False|False|False
12561|False|False|False|False
12562|False|False|False|False
12563|False|False|False|False
12564|False|False|False|False
12565|True|False|False|False
12566|False|False|False|False
12567|False|False|False|False
12568|True|True|False|False
12569|False|False|False|False
12570|False|False|False|False
12571|False|False|False|False
12572|False|False|False|False
12573|False|True|False|False
12574|False|False|False|False
12575|True|False|False|False
12576|False|False|False|False
12577|False|False|False|False
12578|False|False|False|False
12579|False|False|False|False
12580|False|False|False|False
12581|True|False|False|False
12582|True|False|False|False
12583|False|False|False|False
12584|False|False|False|False
12585|False|False|False|False
12586|False|False|False|False
12587|False|False|False|False
12588|False|False|False|False
12589|False|False|False|False
12590|False|False|False|False
12591|False|False|False|False
12592|False|False|False|False
12593|False|False|False|False
12594|False|False|False|False
12595|False|False|False|False
12596|False|False|False|False
12597|False|False|False|False
12598|False|False|False|False
12599|False|False|False|False
12600|False|False|False|False
12601|False|False|False|False
12602|False|False|False|False
12603|False|False|False|False
12604|False|False|False|False
12605|False|True|False|False
12606|False|False|False|False
12607|False|False|False|False
12608|False|False|False|False
12609|False|False|False|False
12610|False|False|False|False
12611|False|False|False|False
12612|False|False|False|False
12613|False|False|False|False
12614|False|True|False|False
12615|False|False|False|False
12616|False|False|False|False
12617|False|False|False|False
12618|False|False|False|False
12619|False|False|False|False
12620|False|False|False|False
12621|False|False|False|False
12622|False|False|False|False
12623|False|False|False|False
12624|False|False|False|False
12625|False|False|False|False
12626|False|False|False|False
12627|False|False|False|False
12628|False|False|False|False
12629|False|False|False|False
12630|False|False|False|False
12631|False|False|False|False
12632|False|False|False|False
12633|False|False|False|False
12634|False|False|False|False
12635|False|False|False|False
12636|False|False|False|False
12637|False|False|False|False
12638|False|False|False|False
12639|False|False|False|False
12640|False|False|False|False
12641|False|False|False|False
12642|False|False|False|False
12643|False|False|False|False
12644|False|False|False|False
12645|False|False|False|False
12646|False|False|False|False
12647|False|False|False|False
12648|False|False|False|False
12649|False|False|False|False
12650|False|False|False|False
12651|False|False|False|False
12652|False|False|False|False
12653|False|False|False|False
12654|False|False|False|False
12655|False|False|False|False
12656|False|False|False|False
12657|False|False|False|False
12658|False|False|False|False
12659|False|False|False|False
12660|False|False|False|False
12661|False|False|False|False
12662|False|False|False|False
12663|False|False|False|False
12664|False|False|False|False
12665|False|False|False|False
12666|False|False|False|False
12667|False|False|False|False
12668|False|False|False|False
12669|False|False|False|False
12670|False|False|False|False
12671|False|False|True|False
12672|False|False|False|False
12673|False|False|False|False
12674|False|False|False|False
12675|False|False|True|False
12676|False|False|False|False
12677|False|False|False|False
12678|False|False|True|False
12679|False|False|False|False
12680|False|False|False|False
12681|False|False|False|False
12682|False|False|False|False
12683|False|False|False|False
12684|False|False|False|False
12685|False|False|False|False
12686|False|False|False|False
12687|False|False|False|False
12688|False|False|False|False
12689|False|False|False|False
12690|False|False|False|False
12691|False|False|False|False
12692|False|False|False|False
12693|False|False|False|False
12694|False|False|False|False
12695|False|False|False|False
12696|False|False|False|False
12697|False|False|False|False
12698|False|False|True|False
12699|False|False|False|False
12700|False|False|False|False
12701|False|False|False|False
12702|False|False|False|False
12703|False|False|False|False
12704|False|False|False|False
12705|False|False|False|False
12706|False|False|False|False
12707|False|False|False|False
12708|False|False|False|False
12709|False|True|False|False
12710|False|False|False|False
12711|False|False|False|False
12712|False|False|False|False
12713|False|False|False|False
12714|False|False|False|False
12715|False|False|False|False
12716|False|False|False|False
12717|False|False|False|False
12718|False|False|False|False
12719|False|False|False|False
12720|False|False|False|False
12721|False|False|False|False
12722|False|False|False|False
12723|False|False|False|False
12724|False|False|False|False
12725|False|False|False|False
12726|False|False|False|False
12727|False|False|False|False
12728|False|False|False|False
12729|False|False|False|False
12730|False|False|False|False
12731|False|False|False|False
12732|False|False|False|False
12733|False|True|False|False
12734|False|False|False|False
12735|False|False|False|False
12736|False|False|False|False
12737|False|False|False|False
12738|False|False|False|False
12739|False|False|False|False
12740|False|False|False|False
12741|False|False|False|False
12742|False|False|False|False
12743|False|False|False|False
12744|False|False|False|False
12745|False|False|False|False
12746|False|False|False|False
12747|False|False|False|False
12748|False|False|False|False
12749|False|False|False|False
12750|False|False|False|False
12751|False|False|False|False
12752|False|False|False|False
12753|False|False|False|False
12754|False|False|False|False
12755|False|False|False|False
12756|False|False|False|False
12757|False|False|False|False
12758|False|False|False|False
12759|False|False|False|False
12760|False|False|False|False
12761|False|False|False|False
12762|False|False|False|False
12763|False|False|False|False
12764|False|False|False|False
12765|False|False|False|False
12766|False|False|False|False
12767|False|False|False|False
12768|False|False|False|False
12769|False|False|False|False
12770|False|False|False|False
12771|False|True|False|False
12772|False|False|False|False
12773|False|True|False|False
12774|False|True|False|False
12775|False|False|False|False
12776|False|False|False|False
12777|False|False|False|False
12778|False|False|False|False
12779|False|False|False|False
12780|False|False|False|False
12781|False|False|False|False
12782|False|False|False|False
12783|False|False|False|False
12784|False|False|False|False
12785|False|False|False|False
12786|False|False|False|False
12787|False|False|False|False
12788|False|False|False|False
12789|True|False|False|False
12790|False|False|False|False
12791|False|False|False|False
12792|False|True|False|False
12793|False|False|False|False
12794|False|False|False|False
12795|False|False|False|False
12796|False|False|False|False
12797|False|True|False|False
12798|False|False|False|False
12799|False|False|False|False
12800|False|False|False|False
12801|False|False|False|False
12802|False|False|False|False
12803|False|False|False|False
12804|False|False|False|False
12805|False|True|False|False
12806|False|False|False|False
12807|False|False|False|False
12808|False|False|False|False
12809|False|False|False|False
12810|False|False|False|False
12811|False|False|False|False
12812|False|False|False|False
12813|False|False|False|False
12814|False|False|False|False
12815|False|False|False|False
12816|False|False|False|False
12817|False|True|False|False
12818|False|False|False|False
12819|False|False|False|False
12820|False|True|False|False
12821|False|False|False|False
12822|False|False|False|False
12823|False|False|False|False
12824|False|False|False|False
12825|False|False|False|False
12826|False|False|False|False
12827|False|False|False|False
12828|False|False|False|False
12829|False|False|False|False
12830|False|False|False|False
12831|False|False|False|False
12832|False|False|False|False
12833|False|False|False|False
12834|False|False|False|False
12835|False|False|False|False
12836|False|False|False|False
12837|False|False|False|False
12838|False|False|False|False
12839|False|False|False|False
12840|False|False|False|False
12841|False|False|False|False
12842|False|False|False|False
12843|False|True|False|False
12844|False|False|False|False
12845|False|True|False|False
12846|False|False|False|False
12847|False|False|False|False
12848|False|False|False|False
12849|False|False|False|False
12850|False|False|False|False
12851|False|False|False|False
12852|False|False|False|False
12853|False|False|False|False
12854|False|False|False|False
12855|False|False|False|False
12856|False|False|False|False
12857|False|False|False|False
12858|False|False|False|False
12859|False|False|False|False
12860|False|False|False|False
12861|False|True|False|False
12862|False|False|False|False
12863|False|True|False|False
12864|False|True|False|False
12865|False|False|False|False
12866|False|False|False|False
12867|False|True|False|False
12868|False|False|False|False
12869|False|False|False|False
12870|False|False|False|False
12871|False|False|False|False
12872|False|False|False|False
12873|False|False|False|False
12874|False|False|False|False
12875|False|False|False|False
12876|False|True|False|False
12877|True|True|False|False
12878|False|False|False|False
12879|False|False|False|False
12880|False|False|False|False
12881|False|False|False|False
12882|False|False|False|False
12883|False|False|False|False
12884|False|False|False|False
12885|False|True|False|False
12886|False|False|False|False
12887|False|True|False|False
12888|False|False|False|False
12889|False|False|False|False
12890|False|True|False|False
12891|False|False|False|False
12892|False|False|False|False
12893|False|False|False|False
12894|False|False|False|False
12895|False|False|False|False
12896|False|False|False|False
12897|False|False|False|True
12898|False|False|False|False
12899|False|False|False|False
12900|False|True|False|False
12901|False|False|False|False
12902|False|True|False|False
12903|False|False|False|False
12904|False|False|False|False
12905|False|False|False|False
12906|False|False|False|False
12907|False|False|False|False
12908|False|False|False|False
12909|False|True|False|False
12910|False|True|False|False
12911|False|False|False|False
12912|False|True|False|False
12913|False|False|False|False
12914|False|True|False|False
12915|False|False|False|False
12916|True|True|False|False
12917|False|True|False|False
12918|False|True|False|False
12919|False|True|False|False
12920|False|False|False|False
12921|False|False|False|False
12922|False|False|False|False
12923|False|True|False|False
12924|False|False|False|False
12925|False|False|False|False
12926|False|False|False|False
12927|False|False|False|False
12928|False|False|False|False
12929|False|False|False|False
12930|False|False|False|False
12931|False|False|False|False
12932|False|False|False|False
12933|False|False|False|False
12934|False|False|False|False
12935|False|False|False|False
12936|False|False|False|False
12937|False|False|False|False
12938|False|True|False|False
12939|False|True|False|False
12940|False|False|False|False
12941|False|True|False|False
12942|False|True|False|False
12943|False|False|False|False
12944|False|False|False|False
12945|False|False|False|False
12946|False|False|False|False
12947|False|False|False|False
12948|False|True|False|False
12949|False|True|False|False
12950|False|True|False|False
12951|False|True|False|False
12952|False|False|False|False
12953|False|False|False|False
12954|False|False|False|False
12955|False|False|False|False
12956|False|False|False|False
12957|False|False|False|False
12958|False|False|False|False
12959|False|False|False|False
12960|False|True|False|False
12961|False|False|False|False
12962|False|False|False|False
12963|False|False|False|False
12964|False|False|False|False
12965|False|False|False|False
12966|False|False|False|False
12967|False|False|False|False
12968|False|False|False|False
12969|False|False|False|False
12970|False|False|False|False
12971|False|False|False|False
12972|False|False|False|False
12973|False|False|False|False
12974|False|False|False|False
12975|False|False|False|False
12976|False|False|False|False
12977|False|False|False|False
12978|False|False|False|False
12979|False|False|False|False
12980|False|False|False|False
12981|False|False|False|False
12982|False|False|False|False
12983|False|False|False|False
12984|False|False|False|False
12985|False|False|False|False
12986|False|False|False|False
12987|False|False|False|False
12988|False|False|False|False
12989|False|False|False|False
12990|False|False|False|False
12991|False|False|False|False
12992|False|False|False|False
12993|False|False|False|False
12994|False|False|False|False
12995|False|False|False|False
12996|False|False|False|False
12997|False|True|False|False
12998|False|True|False|False
12999|False|False|False|False
13000|False|False|False|False
13001|False|False|False|False
13002|False|True|False|False
13003|False|False|False|False
13004|False|True|False|False
13005|False|False|False|False
13006|False|False|False|False
13007|False|False|False|False
13008|False|False|False|False
13009|False|True|False|False
13010|False|False|False|False
13011|False|True|False|False
13012|False|False|False|False
13013|False|False|False|False
13014|False|True|False|False
13015|False|False|False|False
13016|False|False|False|False
13017|False|False|False|False
13018|False|False|False|False
13019|False|True|False|False
13020|False|True|False|False
13021|False|False|False|False
13022|False|True|False|False
13023|False|True|False|False
13024|False|True|False|False
13025|False|True|False|False
13026|False|True|False|False
13027|False|True|False|False
13028|False|False|False|False
13029|False|True|False|False
13030|False|True|False|False
13031|False|True|False|False
13032|False|True|False|False
13033|False|True|False|False
13034|False|True|False|False
13035|False|False|False|False
13036|False|False|False|False
13037|False|True|False|False
13038|False|True|False|False
13039|False|False|False|True
13040|False|False|False|False
13041|False|True|False|False
13042|False|True|False|False
13043|False|True|False|False
13044|False|True|False|False
13045|False|False|False|False
13046|False|True|False|False
13047|False|True|False|False
13048|True|True|False|False
13049|False|True|False|False
13050|False|False|False|False
13051|False|False|False|False
13052|False|False|False|False
13053|True|True|False|False
13054|False|True|False|False
13055|False|False|False|False
13056|False|False|False|False
13057|False|False|False|False
13058|False|False|False|False
13059|False|False|False|False
13060|False|False|False|False
13061|False|False|False|False
13062|False|True|False|False
13063|False|True|False|False
13064|False|True|False|False
13065|False|False|False|False
13066|False|True|False|True
13067|False|True|False|False
13068|True|True|False|True
13069|True|True|False|False
13070|False|True|False|True
13071|True|True|False|False
13072|False|True|False|True
13073|False|False|False|False
13074|True|False|False|False
13075|True|False|False|True
13076|True|False|False|True
13077|False|False|False|True
13078|True|True|False|True
13079|False|True|False|False
13080|False|True|False|False
13081|False|True|False|False
13082|False|False|False|True
13083|False|False|False|False
13084|False|False|False|False
13085|True|False|False|False
13086|True|True|False|False
13087|True|False|False|True
13088|False|False|False|False
13089|False|True|False|False
13090|False|False|False|False
13091|False|False|False|False
13092|False|False|False|False
13093|False|False|False|False
13094|False|False|False|False
13095|False|False|False|False
13096|False|False|False|False
13097|False|True|False|False
13098|False|False|False|False
13099|False|False|False|False
13100|False|False|False|False
13101|False|False|False|False
13102|False|True|False|False
13103|False|False|False|False
13104|False|False|False|False
13105|False|False|False|False
13106|False|False|False|False
13107|False|False|False|False
13108|False|False|False|False
13109|False|False|False|False
13110|False|False|False|False
13111|False|False|False|False
13112|False|False|False|False
13113|False|False|False|False
13114|False|False|False|False
13115|False|False|False|False
13116|False|False|False|False
13117|False|False|False|False
13118|False|False|False|False
13119|False|False|False|False
13120|False|False|False|False
13121|False|False|False|False
13122|False|False|False|False
13123|False|False|False|False
13124|False|False|False|False
13125|False|False|False|False
13126|False|False|False|False
13127|False|False|False|False
13128|False|False|False|False
13129|False|False|False|False
13130|False|False|False|True
13131|False|False|False|False
13132|False|True|False|False
13133|False|False|False|False
13134|False|False|False|False
13135|False|False|False|False
13136|False|False|False|False
13137|False|False|False|False
13138|False|False|False|False
13139|False|False|False|False
13140|False|False|False|False
13141|False|False|False|False
13142|False|False|False|False
13143|False|False|False|False
13144|False|True|False|True
13145|False|False|False|False
13146|False|True|False|False
13147|False|False|False|False
13148|False|False|False|False
13149|False|False|False|False
13150|False|False|False|False
13151|False|False|False|False
13152|False|False|False|False
13153|False|False|False|False
13154|False|False|False|False
13155|False|False|False|False
13156|False|False|False|False
13157|False|False|False|False
13158|False|False|False|False
13159|False|False|False|False
13160|False|False|False|False
13161|False|False|False|False
13162|False|False|False|False
13163|False|False|False|False
13164|False|False|False|False
13165|False|False|False|False
13166|False|True|False|False
13167|False|False|False|False
13168|False|True|False|False
13169|False|False|False|False
13170|False|False|False|False
13171|False|False|False|False
13172|False|False|False|False
13173|False|True|False|False
13174|False|False|False|False
13175|False|True|False|False
13176|False|True|False|False
13177|False|False|False|False
13178|False|False|False|True
13179|False|False|False|False
13180|False|False|False|False
13181|False|True|False|False
13182|False|True|False|False
13183|False|False|False|False
13184|False|True|False|False
13185|False|True|False|False
13186|False|True|False|False
13187|False|False|False|False
13188|False|True|False|False
13189|False|True|False|False
13190|False|True|False|False
13191|False|True|False|False
13192|False|True|False|False
13193|False|False|False|False
13194|False|True|False|False
13195|False|True|False|False
13196|False|True|False|False
13197|False|True|False|False
13198|False|True|False|False
13199|False|True|False|False
13200|False|True|False|False
13201|False|True|False|False
13202|False|True|False|False
13203|False|True|False|False
13204|False|True|False|False
13205|False|False|False|False
13206|False|True|False|False
13207|False|True|False|False
13208|False|False|False|False
13209|False|True|False|False
13210|False|True|False|False
13211|False|False|False|False
13212|False|True|False|False
13213|True|True|False|True
13214|False|True|False|False
13215|True|True|False|True
13216|False|False|False|False
13217|False|False|False|False
13218|False|False|False|False
13219|False|False|False|False
13220|False|False|False|False
13221|False|False|False|False
13222|False|False|False|False
13223|False|False|False|False
13224|False|False|False|False
13225|False|False|False|False
13226|False|False|False|True
13227|False|False|False|False
13228|False|False|False|False
13229|False|False|False|False
13230|False|False|False|False
13231|False|False|False|False
13232|False|False|False|False
13233|False|False|False|False
13234|False|True|False|False
13235|False|True|False|False
13236|False|False|False|False
13237|False|False|False|False
13238|False|True|False|False
13239|False|False|False|False
13240|False|False|False|False
13241|False|True|False|False
13242|False|False|False|True
13243|False|False|False|False
13244|False|False|False|False
13245|False|False|False|False
13246|False|False|False|False
13247|False|False|False|False
13248|False|False|False|False
13249|False|False|False|False
13250|False|False|False|True
13251|False|True|False|False
13252|False|False|False|False
13253|False|False|False|True
13254|False|True|False|False
13255|False|True|False|True
13256|False|False|False|False
13257|False|True|False|False
13258|False|False|False|False
13259|False|True|False|False
13260|False|True|False|False
13261|False|False|False|False
13262|False|True|False|False
13263|False|False|False|False
13264|False|False|False|False
13265|False|True|False|False
13266|False|False|False|False
13267|False|False|False|False
13268|False|False|False|False
13269|False|True|False|False
13270|False|True|False|False
13271|False|False|False|False
13272|False|False|False|False
13273|False|False|False|False
13274|False|False|False|False
13275|False|True|False|True
13276|False|False|False|False
13277|False|True|False|False
13278|False|False|False|False
13279|False|False|False|False
13280|False|True|False|False
13281|False|True|False|False
13282|False|True|False|False
13283|False|False|False|False
13284|False|False|False|False
13285|False|False|False|False
13286|False|False|False|False
13287|False|True|False|False
13288|False|True|False|False
13289|False|True|False|False
13290|False|True|False|False
13291|False|True|False|False
13292|False|False|False|False
13293|False|False|False|False
13294|False|False|False|False
13295|False|True|False|False
13296|False|True|False|False
13297|False|False|False|False
13298|False|False|False|False
13299|False|True|False|False
13300|False|False|False|False
13301|False|False|False|False
13302|False|False|False|False
13303|False|False|False|False
13304|True|False|False|False
13305|False|False|False|False
13306|False|False|False|False
13307|False|False|False|False
