,Coast,Dogs not allowed,Established campsites,Fall foilage,Good for kids,Lakes,Mountain views,Old growth,Ridges/passes,Rivers,Summits,Waterfalls,Wildflowers/Meadows,Wildlife,elevation_gain,highest_point,hike_name,lat,long,numReports,number_votes,url,which_pass,super_region,sub_region,total_distance,stars
732,0,0,1,0,0,0,1,1,1,0,1,1,1,0,3400.0,5250.0,Perry Creek,48.0634,-121.5039,322,15.0,https://www.wta.org/go-hiking/hikes/perry-creek,Northwest Forest Pass,North Cascades , Mountain Loop Highway,10.5,4.07
733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mount Rahm,48.9977,-121.2306,1,,https://www.wta.org/go-hiking/hikes/mount-rahm,None,nan,NaN,,
734,0,0,0,0,0,0,1,0,1,0,1,0,1,0,,,Mount Spickard,48.9698,-121.2406,1,,https://www.wta.org/go-hiking/hikes/mount-spickard,None,nan,NaN,,
735,0,0,0,0,0,0,1,0,1,0,1,0,1,0,7400.0,8504.0,Southeast Mox Peak,48.9472,-121.2569,1,0.0,https://www.wta.org/go-hiking/hikes/mox-peaks-southeast-peak,,North Cascades,NaN,30.0,0.0
736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200.0,5885.0,Caroline Peak,47.4811,-121.50399999999999,1,0.0,https://www.wta.org/go-hiking/hikes/caroline-peak,Northwest Forest Pass,Snoqualmie Region , Snoqualmie Pass,17.0,0.0
737,0,0,0,0,0,1,1,0,0,0,1,0,0,0,,,Cheops,48.1968,-120.3491,1,,https://www.wta.org/go-hiking/hikes/cheops,Northwest Forest Pass,nan,NaN,,
738,0,0,0,0,0,0,0,0,1,1,1,0,0,1,,,Saska Peak,48.11,-120.64200000000001,2,,https://www.wta.org/go-hiking/hikes/saska-peak,Northwest Forest Pass,nan,NaN,,
739,0,0,0,0,1,1,0,0,0,0,0,0,1,1,,,Seeley Lake Park,47.1735,-122.5078,3,,https://www.wta.org/go-hiking/hikes/seeley-lake-park,None,nan,NaN,,
740,0,0,0,0,1,0,0,1,0,1,0,0,1,0,200.0,450.0,Rainbow Falls State Park,46.6302,-123.2319,15,7.0,https://www.wta.org/go-hiking/hikes/rainbow-falls-state-park,Discover Pass,Southwest Washington , Long Beach Area,3.0,2.57
741,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,,Spada Lake - Culmback Dam,47.9754,-121.6865,12,,https://www.wta.org/go-hiking/hikes/spada-lake-culmback-dam,,nan,NaN,,
742,0,0,1,0,1,1,1,1,0,0,0,0,1,1,712.0,3888.0,Eagle Lake Fisherman's Trail,47.778,-121.3848,66,10.0,https://www.wta.org/go-hiking/hikes/eagle-lake-fishermans-trail,None,Central Cascades , Stevens Pass - West,5.0,4.1
743,0,1,1,0,1,1,1,0,0,0,0,0,1,1,200.0,5400.0,Shadow Lake - Sunrise Camp Loop,46.9146,-121.6423,49,9.0,https://www.wta.org/go-hiking/hikes/shadow-lake-sunrise-camp-loop,National Park Pass,Mount Rainier Area , NE - Sunrise/White River,3.7,4.22
744,0,0,0,0,0,0,1,0,0,1,1,0,0,0,,,Emerald Peak,48.1152,-120.62899999999999,2,,https://www.wta.org/go-hiking/hikes/emerald-peak,Northwest Forest Pass,nan,NaN,,
745,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,Dorado Needle,48.5497,-121.1386,2,,https://www.wta.org/go-hiking/hikes/dorado-needle-8440,Backcountry camping permit. Register in person at ranger station (no fee),nan,NaN,,
746,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5000.0,7186.0,Cadet Peak,47.9854,-121.3487,1,0.0,https://www.wta.org/go-hiking/hikes/cadet-peak,Northwest Forest Pass,North Cascades , Mountain Loop Highway,16.0,0.0
747,0,0,0,0,1,0,1,0,0,1,1,0,0,1,500.0,4900.0,Muddy Fork Lava Bed,46.3255,-121.5058,0,6.0,https://www.wta.org/go-hiking/hikes/muddy-fork-lava-bed,Northwest Forest Pass,South Cascades , Mount Adams Area,5.0,3.17
748,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1900.0,7070.0,Panorama Point Snowshoe,46.7829,-121.7284,74,6.0,https://www.wta.org/go-hiking/hikes/panorama-point-snowshoe,National Park Pass,Mount Rainier Area , SW - Longmire/Paradise,5.0,3.5
749,0,1,0,0,0,0,1,0,1,0,0,0,0,1,500.0,5200.0,Switchback,47.9866,-123.4609,22,5.0,https://www.wta.org/go-hiking/hikes/switchback,National Park Pass,Olympic Peninsula , Northern Coast,1.2,2.8
750,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,Bumping Lake Ski and Snowshoe Trails,46.8681,-121.2966,3,,https://www.wta.org/go-hiking/hikes/bumping-lake-x-c-ski-snowshoe-trails,Sno-Parks Permit,nan,NaN,,
751,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1700.0,6050.0,Klahhane Ridge,47.9871,-123.4609,116,14.0,https://www.wta.org/go-hiking/hikes/klahhane-ridge,National Park Pass,Olympic Peninsula , Northern Coast,5.0,4.57
752,0,1,1,0,1,0,0,1,0,1,0,0,1,0,500.0,1900.0,Heart O' the Forest,48.035,-123.4245,6,1.0,https://www.wta.org/go-hiking/hikes/heart-o-the-forest,National Park Pass,Olympic Peninsula , Northern Coast,4.8,2.0
753,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,Candy Mountain Trail,46.2464,-119.3484,5,,https://www.wta.org/go-hiking/hikes/candy-mountain-trail,None,nan,NaN,,
754,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,,Badger Mountain - The Langdon Trail,46.2423,-119.3457,4,,https://www.wta.org/go-hiking/hikes/badger-mountain-trail-4,None,nan,NaN,,
755,1,0,1,0,1,0,1,0,0,0,0,0,0,0,520.0,570.0,Fort Ebey State Park,48.2226,-122.764,40,5.0,https://www.wta.org/go-hiking/hikes/fort-ebey-state-park,Discover Pass,Puget Sound and Islands , Whidbey Island,4.0,4.0
756,0,0,0,0,1,0,0,0,0,1,0,0,0,1,,,IP Road (former Yale Reservoir Logging Road),46.0552,-122.25299999999999,1,,https://www.wta.org/go-hiking/hikes/yale-reservoir-logging-road-trail,None,nan,NaN,,
757,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1860.0,4040.0,Monte Carlo via Middle Fork Camp,45.8572,-121.5961,1,0.0,https://www.wta.org/go-hiking/hikes/monte-carlo-via-middle-fork-camp,Discover Pass,South Cascades , Mount Adams Area,6.3,0.0
758,1,1,0,0,1,0,0,1,0,0,0,0,0,1,200.0,230.0,Kukutali Preserve,48.42100000000001,-122.5529,37,3.0,https://www.wta.org/go-hiking/hikes/kukutali-preserve,Discover Pass,Puget Sound and Islands , Bellingham Area,2.2,4.0
759,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1200.0,1400.0,Sycamore Access Trail,,,6,1.0,https://www.wta.org/go-hiking/hikes/sycamore-access-trail,None,Issaquah Alps , Squak Mountain,3.5,4.0
760,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,Spacing Study Trail,45.8857,-121.9601,1,,https://www.wta.org/go-hiking/hikes/spacing-study-trail,Northwest Forest Pass,nan,NaN,,
761,0,0,0,0,0,0,0,0,1,1,1,0,0,0,400.0,4177.0,Monte Cristo,45.8919,-121.5741,2,4.0,https://www.wta.org/go-hiking/hikes/monte-cristo,Northwest Forest Pass,Southwest Washington , Columbia River Gorge - WA,5.0,4.5
762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300.0,4800.0,Lake Constance,47.7296,-123.1417,59,14.0,https://www.wta.org/go-hiking/hikes/lake-constance,,Olympic Peninsula , Hood Canal,12.6,3.5
763,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2560.0,3360.0,Monte Carlo,45.8912,-121.5909,2,4.0,https://www.wta.org/go-hiking/hikes/monte-carlo,Northwest Forest Pass,Southwest Washington , Columbia River Gorge - WA,10.0,1.75
764,0,1,1,0,1,0,0,1,1,1,0,1,1,0,,,Enchanted Valley via East Fork Quinault River,47.573,-123.5694,163,,https://www.wta.org/go-hiking/hikes/enchanted-valley,National Park Pass,nan,NaN,,
765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Preston Trail,47.5304,-121.9436,75,,https://www.wta.org/go-hiking/hikes/preston-trail,Discover Pass,nan,NaN,,
766,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2450.0,2948.0,West Tiger No. 1 via Fred's Corner,47.5304,-121.9794,67,6.0,https://www.wta.org/go-hiking/hikes/west-tiger-1,Discover Pass,Issaquah Alps , Tiger Mountain,7.0,3.17
767,0,0,0,0,1,0,1,0,0,0,1,0,0,0,,,Peoh Point,47.1366,-120.9516,18,,https://www.wta.org/go-hiking/hikes/peoh-point,None,nan,NaN,,
768,0,0,0,0,1,1,1,1,0,0,0,1,0,1,600.0,1780.0,Sourdough Creek,48.7187,-121.118,7,0.0,https://www.wta.org/go-hiking/hikes/sourdough-creek,None,North Cascades , North Cascades Highway - Hwy 20,3.5,0.0
769,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1200.0,4582.0,Little Saint Helens,47.3691,-121.5291,31,3.0,https://www.wta.org/go-hiking/hikes/little-saint-helens,None,Snoqualmie Region , North Bend Area,6.5,2.67
770,0,0,0,0,0,1,0,1,0,1,0,1,0,1,2700.0,3750.0,Rainy Lake,47.5475,-121.541,59,12.0,https://www.wta.org/go-hiking/hikes/rainy-lake-1,Northwest Forest Pass,Snoqualmie Region , North Bend Area,13.0,3.58
771,0,0,0,0,1,1,0,0,0,0,0,0,1,1,50.0,950.0,Mountain Lake,48.657,-122.819,15,6.0,https://www.wta.org/go-hiking/hikes/mountain-lake,Discover Pass,Puget Sound and Islands , Orcas Island,3.9,3.33
772,0,0,1,0,0,0,0,0,0,1,0,0,0,0,500.0,2500.0,Quartz Creek,46.1827,-121.8489,21,5.0,https://www.wta.org/go-hiking/hikes/quartz-creek,Northwest Forest Pass,South Cascades , Dark Divide,8.0,2.2
773,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1800.0,6998.0,Sherman Peak Loop,48.6019,-118.4734,10,4.0,https://www.wta.org/go-hiking/hikes/sherman,Northwest Forest Pass,Eastern Washington , Okanogan Highlands/Kettle River Range,5.9,3.75
774,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1550.0,5800.0,Lakes Loop,46.7858,-121.7372,43,6.0,https://www.wta.org/go-hiking/hikes/lakes-trail,National Park Pass,Mount Rainier Area , SW - Longmire/Paradise,5.25,3.83
775,0,0,0,0,0,0,1,0,0,0,0,0,0,1,800.0,3200.0,Barlow Point,48.0305,-121.4429,64,10.0,https://www.wta.org/go-hiking/hikes/barlow-point,Northwest Forest Pass,North Cascades , Mountain Loop Highway,2.4,3.3
776,0,0,0,0,0,0,1,0,1,0,0,0,1,1,,,Buck Creek Pass,48.0771,-120.8579,92,,https://www.wta.org/go-hiking/hikes/buck-creek-pass,Northwest Forest Pass,nan,NaN,,
777,0,0,0,0,0,0,1,0,0,1,1,0,0,1,,,Candy Point Trail,47.9688,-118.9852,4,,https://www.wta.org/go-hiking/hikes/candy-point-trail,None,nan,NaN,,
778,0,1,1,0,0,1,1,0,0,0,0,1,1,1,4030.0,1700.0,Chelan Lakeshore Trail,48.1466,-120.4983,93,9.0,https://www.wta.org/go-hiking/hikes/chelan-lakeshore,None,Central Cascades , Entiat Mountains/Lake Chelan,34.0,3.44
779,0,0,0,0,0,1,1,0,1,1,0,0,0,0,,,Elbow Lake,48.6797,-121.897,39,,https://www.wta.org/go-hiking/hikes/elbow-lake,,nan,NaN,,
780,0,0,0,0,0,0,0,0,0,1,0,0,0,0,600.0,848.0,Beacon Rock State Park - Beacon Rock,45.6291,-122.0219,45,12.0,https://www.wta.org/go-hiking/hikes/beacon-rock,Discover Pass,Southwest Washington , Columbia River Gorge - WA,2.0,2.92
781,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25.0,25.0,Kalaloch - Browns Point,47.6129,-124.3762,21,7.0,https://www.wta.org/go-hiking/hikes/kalaloch-browns-point,None,Olympic Peninsula , Pacific Coast,4.0,3.86
782,0,0,1,0,0,0,1,1,0,0,0,0,1,1,2300.0,6900.0,Killen Creek to High Camp,46.2885,-121.5525,39,9.0,https://www.wta.org/go-hiking/hikes/killen-creek,Northwest Forest Pass,South Cascades , Mount Adams Area,10.0,3.56
783,0,0,0,0,1,1,0,0,0,1,0,1,1,1,350.0,400.0,Lacamas Park - Lacamas Creek,45.5894,-122.39200000000001,9,2.0,https://www.wta.org/go-hiking/hikes/lacamas-lake-park,None,Southwest Washington , Vancouver Area,4.5,5.0
784,0,1,0,0,0,0,1,1,1,1,0,0,1,0,,,Little River,48.0571,-123.5011,18,,https://www.wta.org/go-hiking/hikes/little-river,National Park Pass,nan,NaN,,
785,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3350.0,3748.0,Mount Muller,48.076,-124.0131,48,14.0,https://www.wta.org/go-hiking/hikes/mount-muller,Northwest Forest Pass,Olympic Peninsula , Northern Coast,12.7,3.5
786,0,0,0,0,1,0,0,1,0,1,0,0,0,0,,,Paradise Point State Park,45.8653,-122.7043,7,,https://www.wta.org/go-hiking/hikes/paradise-point-state-park,Discover Pass,nan,NaN,,
787,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1200.0,5255.0,Surprise Lake,46.493,-121.3068,23,11.0,https://www.wta.org/go-hiking/hikes/surprise-lake-2,Northwest Forest Pass,South Cascades , Goat Rocks,10.0,3.45
788,0,0,0,0,1,0,0,1,0,1,0,0,0,0,,,Swan Creek Park,47.2268,-122.3891,37,,https://www.wta.org/go-hiking/hikes/swan-creek-park,None,nan,NaN,,
789,0,0,1,0,1,1,0,0,0,0,0,0,0,0,200.0,6750.0,Tiffany Lake,48.7,-119.9532,10,5.0,https://www.wta.org/go-hiking/hikes/tiffany-lake,Northwest Forest Pass,North Cascades , Pasayten,3.0,2.0
790,0,0,0,0,1,0,0,1,0,1,0,1,1,1,,,Trapper Creek,45.8817,-121.9836,25,,https://www.wta.org/go-hiking/hikes/trapper-creek,Northwest Forest Pass,nan,NaN,,
791,0,0,1,0,1,1,1,0,0,0,1,0,1,0,2300.0,4700.0,Cutthroat Lakes via Walt Bailey Trail,48.0237,-121.6408,260,14.0,https://www.wta.org/go-hiking/hikes/walt-bailey-to-bald-mountain,Northwest Forest Pass,North Cascades , Mountain Loop Highway,10.0,4.07
792,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Woods Creek,46.4623,-121.9601,10,,https://www.wta.org/go-hiking/hikes/woods-creek,Northwest Forest Pass,nan,NaN,,
793,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3950.0,5701.0,Mount Jupiter,47.6842,-122.9569,83,10.0,https://www.wta.org/go-hiking/hikes/mount-jupiter,,Olympic Peninsula , Hood Canal,14.0,3.2
794,0,1,0,0,0,0,1,0,1,1,0,0,1,0,3800.0,5335.0,Kautz Creek to Indian Henry's Hunting Ground,46.7364,-121.8555,77,10.0,https://www.wta.org/go-hiking/hikes/kautz-creek-to-indian-henrys-hunting-ground,National Park Pass,Mount Rainier Area , SW - Longmire/Paradise,11.0,3.3
795,0,1,0,0,0,1,1,0,1,0,0,0,0,0,970.0,4752.0,Harry's Ridge,46.2765,-122.2165,144,21.0,https://www.wta.org/go-hiking/hikes/harrys-ridge,National Monument Fee,South Cascades , Mount St. Helens,8.2,3.81
796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100.0,1400.0,Fletcher Canyon,47.5277,-123.7065,19,6.0,https://www.wta.org/go-hiking/hikes/fletcher-canyon,,Olympic Peninsula , Pacific Coast,3.8,3.17
797,0,0,0,0,1,1,0,0,0,0,0,0,0,1,900.0,5475.0,Clara and Marion Lakes,47.2942,-120.3987,54,14.0,https://www.wta.org/go-hiking/hikes/marion-and-clara-lakes,,Central Washington , Wenatchee,3.2,3.93
798,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1485.0,4480.0,Jug Lake,46.723,-121.4366,13,8.0,https://www.wta.org/go-hiking/hikes/jug-lake,,South Cascades , White Pass/Cowlitz River Valley,7.4,2.75
799,0,0,0,0,1,1,0,0,0,0,0,0,1,1,640.0,4000.0,Ghost Lake,46.3051,-122.0826,2,1.0,https://www.wta.org/go-hiking/hikes/ghost-lake,Northwest Forest Pass,South Cascades , Mount St. Helens,5.2,2.0
800,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2350.0,4107.0,Squire Creek Pass via Eight-mile Trail,48.1573,-121.6093,77,5.0,https://www.wta.org/go-hiking/hikes/eight-mile-squire-creek-pass,Northwest Forest Pass,North Cascades , Mountain Loop Highway,5.4,4.2
801,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,Box Spring Canyon,46.871,-120.8261,1,,https://www.wta.org/go-hiking/hikes/box-spring-canyon,None,nan,NaN,,
802,0,0,0,0,1,0,1,0,0,1,0,0,1,0,,,Tanner Landing Park,47.4842,-121.7639,1,,https://www.wta.org/go-hiking/hikes/tanner-landing-park,None,nan,NaN,,
803,0,0,0,0,1,0,0,1,0,1,0,1,0,0,570.0,2780.0,Happy Creek Nature Trail,48.7274,-121.0628,7,5.0,https://www.wta.org/go-hiking/hikes/happy-creek-nature-trail,None,North Cascades , North Cascades Highway - Hwy 20,2.6,3.6
804,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2060.0,5300.0,Turkey Creek,,,7,4.0,https://www.wta.org/go-hiking/hikes/turkey-creek,Northwest Forest Pass,Eastern Washington , Palouse and Blue Mountains,8.0,4.25
805,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,Stairway to Heaven,,,2,,https://www.wta.org/go-hiking/hikes/stairway-to-heaven,,nan,NaN,,
806,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1860.0,2700.0,Beacon Rock State Park - Hardy Ridge,45.638000000000005,-122.0318,12,0.0,https://www.wta.org/go-hiking/hikes/hardy-ridge,Discover Pass,Southwest Washington , Columbia River Gorge - WA,9.5,0.0
807,0,0,0,0,1,0,1,1,0,0,1,0,0,1,2240.0,5026.0,Beckler Peak,47.7268,-121.2655,379,33.0,https://www.wta.org/go-hiking/hikes/beckler-peak,None,Central Cascades , Stevens Pass - West,7.6,4.45
808,0,0,0,0,1,1,1,0,0,0,0,0,0,0,300.0,3000.0,Boardman Lake,48.0337,-121.6858,144,15.0,https://www.wta.org/go-hiking/hikes/boardman-lake,Northwest Forest Pass,North Cascades , Mountain Loop Highway,2.0,3.27
809,0,0,0,0,1,1,0,0,0,0,0,0,1,1,90.0,570.0,Wetlands Trail,47.527,-122.0123,8,5.0,https://www.wta.org/go-hiking/hikes/round-lake-wetland,Discover Pass,Issaquah Alps , Tiger Mountain,1.3,4.2
810,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000.0,2525.0,Nook Trail,47.5298,-121.9959,75,4.0,https://www.wta.org/go-hiking/hikes/nook-trail,Discover Pass,Issaquah Alps , Tiger Mountain,6.0,2.5
811,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,Antoine Peak Conservation Area - Summit Loop,47.7188,-117.1967,13,,https://www.wta.org/go-hiking/hikes/antoine-peak-conservation-area-summit-loop,,nan,NaN,,
812,1,0,0,0,1,0,0,1,0,1,0,0,0,1,400.0,425.0,Dosewallips State Park - Steam Donkey Trail,47.6876,-122.8999,71,9.0,https://www.wta.org/go-hiking/hikes/dosewallips-river-state-park,Discover Pass,Olympic Peninsula , Hood Canal,3.5,3.0
813,0,0,0,0,0,0,0,0,0,1,0,0,1,1,200.0,350.0,Klickitat Rail Trail - Klickitat River,45.6947,-121.2918,16,5.0,https://www.wta.org/go-hiking/hikes/klickitat-rail-trail,,Southwest Washington , Columbia River Gorge - WA,10.5,4.0
814,0,0,1,0,1,1,0,0,0,0,0,0,1,0,120.0,680.0,Battle Ground Lake State Park - Lower Lake Trail,45.803000000000004,-122.4914,9,0.0,https://www.wta.org/go-hiking/hikes/battle-ground-lake-lower-lake-trail,Discover Pass,Southwest Washington , Lewis River Region,1.0,0.0
815,1,0,0,0,0,0,0,1,0,0,0,0,0,0,420.0,200.0,Cape Disappointment State Park - North Head Trail,46.2981,-124.0728,11,0.0,https://www.wta.org/go-hiking/hikes/cape-disappointment-state-park-north-head-trail,Discover Pass,Southwest Washington , Long Beach Area,3.6,0.0
816,0,0,0,0,1,0,0,0,0,1,0,0,0,0,200.0,280.0,Beacon Rock State Park - River To Rock Trail,45.6214,-122.0233,6,0.0,https://www.wta.org/go-hiking/hikes/river-to-rock-trail,Discover Pass,Southwest Washington , Columbia River Gorge - WA,1.0,0.0
817,0,0,0,0,1,0,0,0,0,1,0,0,1,1,50.0,100.0,Sams Walker Nature Trail,45.6152,-122.0534,4,0.0,https://www.wta.org/go-hiking/hikes/sams-walker-nature-trail,Northwest Forest Pass,Southwest Washington , Columbia River Gorge - WA,1.1,0.0
818,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1900.0,3147.0,Snoqualmie Lake,47.5614,-121.5321,147,13.0,https://www.wta.org/go-hiking/hikes/snoqualmie-lake,Northwest Forest Pass,Snoqualmie Region , North Bend Area,17.0,3.46
819,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2874.0,3700.0,Soda Peaks Lake,45.8846,-122.0001,31,6.0,https://www.wta.org/go-hiking/hikes/soda-peaks-lake,Northwest Forest Pass,Southwest Washington , Lewis River Region,9.76,3.5
820,0,0,1,0,1,0,1,1,0,1,0,0,0,0,300.0,900.0,Baker River,48.7507,-121.556,120,11.0,https://www.wta.org/go-hiking/hikes/baker-river,Northwest Forest Pass,North Cascades , Mount Baker Area,5.2,3.73
821,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1200.0,6700.0,Cougar Mountain (Entiat),47.843999999999994,-120.6025,6,6.0,https://www.wta.org/go-hiking/hikes/cougar-mountain,,Central Cascades , Entiat Mountains/Lake Chelan,10.0,2.83
822,0,0,0,0,1,1,0,0,0,1,0,1,1,1,,,Darlin Creek Preserve,46.9587,-123.038,3,,https://www.wta.org/go-hiking/hikes/darlin-creek-preserve,None,nan,NaN,,
823,0,0,0,0,1,0,0,1,0,1,0,0,1,0,220.0,1200.0,Horseshoe Bend,48.9023,-121.9117,51,12.0,https://www.wta.org/go-hiking/hikes/horseshoe-bend,Northwest Forest Pass,North Cascades , Mount Baker Area,2.4,3.42
824,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,,Liberty Lake Regional Park - Split Creek Trail,47.6311,-117.0586,45,,https://www.wta.org/go-hiking/hikes/split-creek-trail,None,nan,NaN,,
825,0,0,0,0,0,0,1,1,0,0,1,0,1,0,3700.0,5162.0,McClellan Butte,47.4142,-121.5884,377,24.0,https://www.wta.org/go-hiking/hikes/mcclellan-butte,Northwest Forest Pass,Snoqualmie Region , Snoqualmie Pass,9.0,3.83
826,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1100.0,2540.0,Slab Camp Creek and Gray Wolf River,47.9654,-123.1938,86,8.0,https://www.wta.org/go-hiking/hikes/upper-gray-wolf-river,None,Olympic Peninsula , Hood Canal,5.5,3.75
827,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3700.0,5816.0,West Cady Ridge to Benchmark Mountain,47.9267,-121.2771,140,7.0,https://www.wta.org/go-hiking/hikes/benchmark-mountain,Northwest Forest Pass,Central Cascades , Stevens Pass - West,14.4,3.43
828,0,0,1,0,0,0,1,0,1,0,1,0,0,1,3100.0,6200.0,Hannegan Pass and Peak,48.9101,-121.5927,291,14.0,https://www.wta.org/go-hiking/hikes/hannegan-pass-and-peak,Northwest Forest Pass,North Cascades , Mount Baker Area,10.4,4.07
829,0,0,0,0,0,0,0,1,0,0,0,0,1,1,650.0,4526.0,Mount Spokane State Park - Trail 100,47.9044,-117.1245,17,2.0,https://www.wta.org/go-hiking/hikes/mount-spokane-trail-100,Discover Pass,Eastern Washington , Spokane Area/Coeur d'Alene,7.0,3.0
830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Tarbell Trail,45.7757,-122.3378,27,,https://www.wta.org/go-hiking/hikes/tarbell-trail,Discover Pass,nan,NaN,,
831,0,0,1,0,0,1,1,1,1,0,0,0,0,0,2450.0,4500.0,Tunnel Creek,47.7815,-123.0521,128,9.0,https://www.wta.org/go-hiking/hikes/tunnel-creek-1,None,Olympic Peninsula , Hood Canal,9.4,3.33
832,0,0,0,0,1,1,0,0,0,0,0,0,0,0,300.0,800.0,Adventure Trail,47.5264,-122.0085,33,6.0,https://www.wta.org/go-hiking/hikes/adventure,Discover Pass,Issaquah Alps , Tiger Mountain,1.4,2.17
833,0,0,1,0,0,1,1,1,0,1,0,1,0,0,3300.0,4900.0,West Fork Foss River and Lakes,47.6349,-121.3036,396,25.0,https://www.wta.org/go-hiking/hikes/foss-lakes,Northwest Forest Pass,Central Cascades , Stevens Pass - West,14.6,3.92
834,0,0,0,0,1,0,1,0,1,1,0,0,1,0,,,White Chuck Bench,48.1705,-121.46700000000001,92,,https://www.wta.org/go-hiking/hikes/white-chuck-bench,None,nan,NaN,,
835,0,0,0,0,1,0,1,0,0,0,0,1,0,1,640.0,540.0,Chuckanut Falls,48.7005,-122.4895,29,0.0,https://www.wta.org/go-hiking/hikes/chuckanut-falls,None,Puget Sound and Islands , Bellingham Area,2.6,0.0
836,0,0,0,0,1,0,0,0,0,0,0,0,1,1,200.0,2260.0,Fishtrap Lake - Scroggie Loop,47.3335,-117.7777,5,4.0,https://www.wta.org/go-hiking/hikes/fishtrap-lake-scroggie-loop,None,Eastern Washington , Spokane Area/Coeur d'Alene,3.0,2.5
837,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1200.0,3200.0,Iller Creek,47.6053,-117.2808,64,18.0,https://www.wta.org/go-hiking/hikes/iller-creek,None,Eastern Washington , Spokane Area/Coeur d'Alene,5.0,3.89
838,0,0,0,0,1,1,1,0,0,0,0,0,1,0,,,Spring Lake/Lake Desire Park,47.4375,-122.085,20,,https://www.wta.org/go-hiking/hikes/spring-lake-lake-desire-park,None,nan,NaN,,
839,0,0,1,0,0,1,1,1,0,0,1,1,0,0,3300.0,4600.0,Blanca Lake,47.9154,-121.3124,582,115.0,https://www.wta.org/go-hiking/hikes/blanca-lake,Northwest Forest Pass,Central Cascades , Stevens Pass - West,7.5,4.41
840,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1700.0,5400.0,Chain Lakes Loop,48.8469,-121.6925,240,29.0,https://www.wta.org/go-hiking/hikes/chain-lakes-3,Northwest Forest Pass,North Cascades , Mount Baker Area,8.0,4.45
841,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2100.0,5023.0,Merritt Lake and Lost Lake,47.7912,-120.8848,144,13.0,https://www.wta.org/go-hiking/hikes/merritt-lake,None,Central Cascades , Stevens Pass - East,5.5,3.46
842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,High Point Trail,47.5304,-121.9436,103,,https://www.wta.org/go-hiking/hikes/high-point-trail,Discover Pass,nan,NaN,,
843,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1400.0,5100.0,Heliotrope Ridge,48.8021,-121.8957,281,34.0,https://www.wta.org/go-hiking/hikes/heliotrope-ridge,Northwest Forest Pass,North Cascades , Mount Baker Area,5.5,4.35
844,0,0,0,0,1,0,0,1,0,0,0,0,0,1,550.0,1100.0,Taylor Mountain,47.4329,-121.9711,73,11.0,https://www.wta.org/go-hiking/hikes/taylor-mountain,None,Issaquah Alps,NaN,30.0,2.18
845,1,0,0,0,1,0,0,1,1,0,0,0,0,1,,,John Tursi Trail,48.417,-122.6439,22,,https://www.wta.org/go-hiking/hikes/john-tursi-trail,None,nan,NaN,,
846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,Chybinski Loop,47.5127,-122.0604,51,,https://www.wta.org/go-hiking/hikes/chybinski-loop,Discover Pass,nan,NaN,,
